sender,receiver,amount,ip,timestamp,status,isFraud
user48,7643571904,24141,88.198.154.32,2026-03-14 07:19:44,fraud,1
user32,7885744370,28954,85.195.187.220,2026-02-19 13:57:06,success,0
user17,9477156385,9944,124.124.60.10,2026-01-24 15:18:41,success,0
user15,8672625100,39296,22.65.255.237,2026-02-15 15:46:31,fraud,1
user21,8255823000,25592,166.82.78.11,2026-01-14 12:05:45,fraud,1
user40,9021662829,9624,15.113.14.246,2026-01-13 05:58:03,success,0
user37,9458702558,37616,189.81.103.240,2026-03-09 08:39:34,fraud,1
user18,6271877875,997,116.143.32.251,2026-01-30 03:13:19,success,0
user6,8249933326,10482,241.130.11.183,2026-01-31 23:05:31,success,0
user17,9441981225,20774,240.218.137.68,2026-02-10 08:21:32,fraud,1
user17,9845609954,36833,255.38.236.227,2026-02-19 04:41:47,fraud,1
user31,9025442913,18005,119.143.87.180,2026-03-12 05:24:08,fraud,1
user3,6144433317,23512,117.2.159.13,2026-03-09 08:30:55,fraud,1
user16,9379863606,47866,245.27.38.9,2026-01-17 07:31:13,success,0
user41,7690895330,12424,109.180.31.253,2026-01-07 23:07:00,success,0
user30,9601601399,41655,37.131.98.40,2026-01-02 02:56:35,fraud,1
user46,9629399054,45808,116.152.116.111,2026-01-27 14:49:02,success,0
user17,7529242362,5961,174.103.116.56,2026-02-08 07:25:18,success,0
user8,7983506614,21695,9.56.10.69,2026-03-10 15:16:04,success,0
user22,9395907991,34232,79.133.224.220,2026-03-18 22:52:09,success,0
user19,8773963038,7635,238.218.229.212,2026-02-16 23:52:11,success,0
user38,7582818443,43184,6.119.208.118,2026-02-22 15:12:45,fraud,1
user32,7436572186,41704,119.112.207.160,2026-01-16 16:51:37,success,0
user26,7307148728,28128,2.72.23.131,2026-01-10 22:49:04,fraud,1
user41,6150166693,32597,18.99.91.166,2026-02-04 11:07:28,fraud,1
user35,8907560878,25500,167.223.43.225,2026-02-19 17:12:25,fraud,1
user12,6642937878,43258,162.23.178.215,2026-01-18 19:54:17,fraud,1
user49,6501964184,8993,193.38.130.245,2026-02-03 15:21:16,success,0
user12,7123842491,1446,180.150.73.53,2026-02-15 03:55:55,success,0
user20,7414953694,37884,50.216.76.134,2026-03-19 20:41:47,success,0
user40,9840613975,36042,83.221.99.150,2026-02-02 16:17:33,fraud,1
user14,6607863026,2785,118.180.200.4,2026-01-26 19:31:16,success,0
user49,7559525230,25596,188.114.112.189,2026-02-09 22:26:23,fraud,1
user37,9771279012,11694,240.220.104.133,2026-03-13 02:15:09,success,0
user24,7526378123,41008,125.138.2.32,2026-01-08 16:18:22,fraud,1
user48,7468032158,43933,171.255.100.220,2026-01-29 20:35:25,success,0
user33,9495172387,33282,200.187.123.133,2026-02-09 13:37:50,fraud,1
user38,6032868335,17375,89.140.51.148,2026-01-04 21:45:53,success,0
user16,9785676373,30333,45.61.232.2,2026-01-29 21:20:11,success,0
user35,7013988268,21153,90.55.250.176,2026-01-04 02:13:18,success,0
user40,8391482446,2757,220.206.117.16,2026-02-01 00:48:14,success,0
user33,8733633855,27876,92.30.144.18,2026-02-03 06:04:59,fraud,1
user47,7354112203,40467,117.6.225.174,2026-02-24 18:16:21,fraud,1
user19,8783244269,7691,178.20.67.190,2026-01-08 01:21:38,success,0
user9,8457631670,35460,66.122.118.141,2026-03-09 08:40:31,fraud,1
user49,9028445005,27629,169.134.64.174,2026-02-15 19:58:07,success,0
user37,7866903588,13949,216.95.166.32,2026-03-20 20:07:11,success,0
user25,8531690237,26581,172.43.234.4,2026-02-01 21:25:23,fraud,1
user12,7131511132,45559,28.215.88.195,2026-03-05 01:34:01,fraud,1
user39,8033817467,13504,28.190.18.193,2026-01-19 22:12:21,success,0
user32,7254867731,32113,117.11.133.255,2026-02-08 16:31:08,fraud,1
user40,8874949498,25478,81.96.64.74,2026-01-10 14:18:38,fraud,1
user20,7898225445,49646,194.49.14.153,2026-01-14 08:29:27,fraud,1
user23,6650800494,34709,186.209.7.14,2026-02-23 22:31:53,success,0
user14,9636816214,4974,14.197.232.249,2026-02-15 08:06:36,success,0
user44,7057062713,21383,134.116.252.8,2026-01-04 05:41:56,success,0
user42,7272941970,24324,231.16.117.38,2026-01-05 02:20:16,success,0
user8,8656202401,32637,214.133.39.172,2026-03-19 23:17:15,fraud,1
user31,8483953320,11516,5.109.208.199,2026-01-15 02:15:07,success,0
user1,8219341412,42640,62.158.219.158,2026-01-03 07:07:12,success,0
user26,8803592018,8194,49.206.21.29,2026-03-02 00:08:33,success,0
user41,7551847938,20594,178.106.130.116,2026-03-05 04:27:15,fraud,1
user13,9020050557,25035,100.112.188.207,2026-02-26 11:16:19,fraud,1
user19,7992967535,26977,213.140.172.140,2026-01-18 00:45:08,success,0
user29,7389639239,28927,59.132.184.205,2026-02-11 06:11:10,success,0
user29,8697965988,6728,30.172.15.233,2026-02-10 07:58:37,success,0
user46,8391246680,33938,210.73.230.51,2026-02-19 19:48:55,success,0
user17,9598180003,9256,103.30.64.18,2026-02-21 14:30:26,success,0
user42,6250306178,22070,105.23.160.166,2026-02-11 06:54:08,fraud,1
user40,9448551308,19990,29.15.16.4,2026-01-13 16:13:17,fraud,1
user20,8968071952,1169,140.172.148.223,2026-01-12 11:22:50,success,0
user23,6355088471,42565,125.120.217.152,2026-03-18 08:40:48,success,0
user29,7156915190,47580,118.217.194.56,2026-01-01 15:55:05,success,0
user35,6867053001,27651,221.96.39.98,2026-03-17 02:15:53,fraud,1
user38,8146692649,762,202.149.48.101,2026-02-22 13:17:45,success,0
user32,7714385595,37879,171.145.50.181,2026-01-12 21:32:30,fraud,1
user43,9918608614,7479,104.241.131.170,2026-01-07 19:25:51,success,0
user17,9780141780,22000,98.94.142.67,2026-01-07 20:13:04,success,0
user47,7639720227,48138,103.39.23.58,2026-02-06 20:28:25,success,0
user10,6238186980,13836,146.240.105.221,2026-02-03 04:49:46,success,0
user47,9137500475,29287,31.147.36.219,2026-02-09 23:55:12,fraud,1
user9,9148774501,129,253.197.73.95,2026-01-03 03:27:56,success,0
user43,9834101335,11802,17.27.162.71,2026-01-31 03:30:14,success,0
user45,9203372778,17461,96.84.4.46,2026-03-18 15:23:23,fraud,1
user23,8411301285,17034,216.86.174.85,2026-01-16 01:12:47,fraud,1
user47,8754787028,10384,242.94.36.148,2026-02-26 18:04:15,success,0
user12,9137359798,44476,183.23.40.158,2026-01-09 13:44:18,success,0
user26,6662604539,12546,78.99.48.208,2026-01-04 20:51:24,success,0
user35,6681459350,36947,174.94.32.240,2026-03-02 01:03:56,fraud,1
user32,6355636452,6101,212.62.203.48,2026-03-10 09:58:35,success,0
user6,6715198699,3541,111.203.6.234,2026-03-05 10:21:40,success,0
user32,8967893087,6718,81.112.159.201,2026-03-20 08:41:12,success,0
user28,8770204469,48730,10.138.18.197,2026-01-06 22:03:49,fraud,1
user41,8214611323,49153,13.6.39.130,2026-01-06 08:05:02,fraud,1
user28,6538018618,43258,199.226.38.65,2026-03-12 17:30:24,fraud,1
user18,7963552560,2033,126.159.108.236,2026-02-17 22:58:03,success,0
user18,8890631590,15293,185.134.30.224,2026-02-22 06:09:10,success,0
user29,7770449182,39548,187.249.249.5,2026-02-06 15:22:36,success,0
user15,9965446216,23460,110.44.119.39,2026-01-19 07:44:57,success,0
user20,9579336225,23509,168.190.242.131,2026-01-19 10:24:12,success,0
user36,9777638296,23398,25.102.253.35,2026-03-09 05:11:00,success,0
user17,9335495222,41481,95.63.49.143,2026-03-20 15:16:31,success,0
user34,8577284026,5791,51.179.92.108,2026-01-16 09:03:14,success,0
user45,6414835352,48399,248.182.163.148,2026-03-04 01:56:50,success,0
user50,7592811600,10550,90.243.28.18,2026-01-11 15:39:16,success,0
user29,6526880919,28647,102.154.144.125,2026-02-18 10:37:09,fraud,1
user5,8442645012,38749,96.62.129.189,2026-03-07 03:10:15,success,0
user18,6586887818,15422,37.234.110.131,2026-02-14 05:12:50,success,0
user3,8586849258,15157,219.153.201.35,2026-02-01 11:28:52,success,0
user29,8429232226,3190,159.129.185.208,2026-02-20 05:34:02,success,0
user39,9927374276,30209,167.198.102.120,2026-03-12 07:29:55,success,0
user42,6747039081,22409,122.151.112.140,2026-01-19 23:49:13,fraud,1
user2,6700899395,11321,231.97.110.7,2026-02-17 11:33:36,success,0
user2,9514259947,15201,29.36.117.202,2026-01-20 22:47:09,fraud,1
user2,6926417272,7335,214.207.98.248,2026-02-14 05:56:50,success,0
user23,9864473133,19885,20.186.89.93,2026-03-19 01:03:44,success,0
user27,9313438068,10884,96.213.173.227,2026-01-22 00:32:37,success,0
user15,6141868169,1367,228.32.200.123,2026-02-16 17:45:21,success,0
user45,8972299223,31409,47.135.186.146,2026-02-17 00:20:18,success,0
user26,7678886515,28402,117.252.113.90,2026-03-13 13:40:50,success,0
user22,9823433412,27057,143.89.123.101,2026-02-18 05:40:47,fraud,1
user8,6502311119,46691,52.36.234.230,2026-03-15 05:06:53,fraud,1
user29,8141134765,14638,219.116.25.121,2026-02-25 19:15:52,success,0
user10,9690274470,4281,187.171.113.48,2026-03-20 03:33:29,success,0
user16,6051697766,48646,42.44.97.100,2026-03-11 17:37:37,fraud,1
user3,8102231967,4047,202.100.78.32,2026-03-08 23:57:38,success,0
user26,8598622151,16416,22.177.198.11,2026-01-15 12:08:58,fraud,1
user35,6243920586,30107,148.5.8.182,2026-01-19 04:07:09,fraud,1
user37,7239139822,304,113.246.250.126,2026-01-05 20:48:13,success,0
user34,6661308167,41526,84.127.28.27,2026-01-10 13:14:32,success,0
user22,6097235310,21761,40.27.142.15,2026-03-08 13:21:45,fraud,1
user25,7433991469,45115,74.193.198.137,2026-01-28 16:49:04,success,0
user7,6506998603,21149,49.67.114.31,2026-01-17 04:53:45,success,0
user46,7628623116,32243,148.236.165.72,2026-03-18 07:25:11,fraud,1
user42,8527358272,45320,87.101.229.98,2026-03-08 02:36:35,success,0
user19,9806318503,10968,113.84.58.232,2026-02-04 02:55:27,success,0
user27,8612548295,23881,116.56.150.122,2026-01-26 19:08:20,fraud,1
user48,7296839731,43818,85.114.204.53,2026-01-03 02:41:06,fraud,1
user43,9380929641,18741,239.228.14.255,2026-02-28 06:19:38,success,0
user9,8615544538,23623,254.211.109.104,2026-01-03 19:44:39,fraud,1
user32,7747381054,29078,9.94.197.215,2026-01-09 19:03:42,success,0
user25,6675383018,31143,115.243.43.116,2026-03-05 11:31:15,success,0
user32,7366474388,28925,13.64.130.175,2026-01-03 04:28:14,fraud,1
user39,8202942705,10761,55.48.43.90,2026-01-20 04:06:47,success,0
user2,9894202581,22052,122.177.98.101,2026-02-12 13:38:15,fraud,1
user20,8432811660,2534,95.249.204.93,2026-01-03 22:57:06,success,0
user43,7403439733,26578,66.176.130.45,2026-01-20 22:17:04,success,0
user1,6345044179,20621,210.79.44.238,2026-01-03 11:54:54,fraud,1
user7,8249918554,42224,158.236.160.212,2026-03-01 04:12:16,fraud,1
user44,8540695632,18292,108.2.204.214,2026-03-19 11:52:28,success,0
user40,6933526101,44993,108.241.70.102,2026-03-19 15:27:25,success,0
user32,8048156353,7030,197.206.73.241,2026-01-15 01:39:23,success,0
user1,8929601163,31880,76.11.46.15,2026-02-09 12:29:20,fraud,1
user47,9742969972,49894,8.117.28.18,2026-02-27 05:00:04,fraud,1
user11,9576926701,1255,106.110.209.90,2026-01-02 10:54:57,success,0
user23,7949884459,20989,110.185.89.175,2026-01-12 18:02:43,success,0
user48,6201333167,17903,55.10.253.220,2026-03-01 08:46:25,fraud,1
user2,6088505978,18511,184.147.2.146,2026-03-09 18:54:32,success,0
user44,7157084486,15390,75.179.181.86,2026-01-18 01:08:19,success,0
user19,8669200932,8743,108.150.4.162,2026-02-14 11:23:53,success,0
user29,7528821150,14,232.97.15.21,2026-03-12 09:16:55,success,0
user5,7302043865,7187,25.165.229.222,2026-01-16 03:56:20,success,0
user28,6284681721,29485,14.162.82.213,2026-01-30 23:04:22,fraud,1
user28,9448492041,13755,165.191.161.205,2026-02-16 01:18:03,success,0
user34,8964758041,7987,101.136.149.206,2026-01-10 11:15:18,success,0
user7,8681642720,38818,159.191.235.205,2026-02-26 13:51:39,fraud,1
user39,8934647472,18502,220.164.58.151,2026-02-06 02:34:16,success,0
user12,7104700660,45498,137.168.182.130,2026-01-06 12:09:22,fraud,1
user38,7421647964,8305,253.54.187.129,2026-01-30 00:50:32,success,0
user6,6051944807,34457,210.141.168.63,2026-03-19 15:12:54,success,0
user19,8481587025,3561,237.176.51.17,2026-02-25 20:17:48,success,0
user50,9811872765,25151,114.194.207.231,2026-03-13 20:28:37,success,0
user36,8120834412,34217,218.105.20.240,2026-03-15 15:45:21,fraud,1
user47,9420090768,27982,216.96.228.213,2026-03-08 06:31:36,fraud,1
user34,9766291480,32709,37.44.136.27,2026-02-16 02:45:56,fraud,1
user21,7355616720,5550,248.35.117.97,2026-03-05 02:24:43,success,0
user35,7198074090,48536,181.223.86.75,2026-01-27 00:47:37,success,0
user11,8361576399,25517,93.35.170.230,2026-02-26 21:41:18,fraud,1
user13,6201493434,37877,119.232.7.187,2026-02-04 21:04:49,fraud,1
user4,9706825835,14830,75.176.210.39,2026-02-25 06:02:38,success,0
user33,7115988925,28976,52.67.135.185,2026-01-21 03:52:42,success,0
user24,7823376009,30068,144.32.151.238,2026-01-15 15:32:05,success,0
user44,6353953971,31367,136.133.147.9,2026-01-14 19:37:05,success,0
user43,6772430154,6269,209.233.61.88,2026-02-11 18:03:28,success,0
user26,8681360619,48192,202.120.96.5,2026-02-08 17:28:17,fraud,1
user9,6995919559,4409,90.142.244.151,2026-01-07 08:17:35,success,0
user40,8607288048,6863,149.215.172.24,2026-02-24 00:41:41,success,0
user8,7779050873,15977,175.145.177.108,2026-02-03 09:38:11,fraud,1
user46,6259218047,42876,48.126.143.21,2026-01-09 15:26:31,fraud,1
user23,6927531203,29549,228.124.231.213,2026-01-05 06:08:29,fraud,1
user5,8699940999,8429,212.224.194.137,2026-01-08 18:16:47,success,0
user1,7901790535,14046,65.232.4.73,2026-02-15 00:16:12,success,0
user28,6864172471,22968,243.195.145.123,2026-01-09 21:17:41,success,0
user40,8747176747,43099,238.33.134.108,2026-01-01 00:13:42,fraud,1
user29,9649067015,44108,116.129.115.105,2026-01-23 21:20:38,fraud,1
user29,8031214489,34781,224.77.43.46,2026-02-08 20:59:25,fraud,1
user35,7059700490,9808,14.139.165.54,2026-02-09 04:36:22,success,0
user43,8722782757,6781,210.192.237.152,2026-02-20 15:07:41,success,0
user36,9704226654,45088,34.219.167.107,2026-02-05 12:24:26,fraud,1
user7,6500055177,33927,11.115.24.135,2026-03-06 23:08:18,fraud,1
user40,7866545301,16519,158.20.234.209,2026-01-21 14:26:43,fraud,1
user38,7173618767,37691,90.114.204.215,2026-02-01 21:30:03,success,0
user40,9221726082,39128,242.178.227.114,2026-03-02 00:03:30,fraud,1
user1,7173239070,3241,242.230.196.118,2026-03-14 05:22:26,success,0
user50,8403374828,770,217.146.147.183,2026-01-09 08:24:05,success,0
user37,7206520718,17833,190.255.50.172,2026-01-27 21:43:31,fraud,1
user41,8697425164,41182,112.234.110.47,2026-01-03 05:37:54,fraud,1
user50,8228887458,1722,151.185.240.54,2026-01-17 10:17:47,success,0
user49,6297128574,23500,66.229.205.59,2026-02-17 03:31:10,success,0
user19,7181423885,4666,14.191.153.86,2026-03-17 03:46:14,success,0
user25,9110230101,47953,120.213.255.18,2026-01-08 21:12:23,fraud,1
user28,7764667857,1992,129.98.244.238,2026-01-20 20:17:07,success,0
user12,6466608426,40403,237.87.33.80,2026-01-09 15:36:34,success,0
user18,9838214632,11834,61.238.88.85,2026-02-20 14:02:30,success,0
user13,6523135017,20888,188.79.122.13,2026-02-17 17:17:47,success,0
user32,6450367720,33519,34.92.239.26,2026-03-01 23:45:27,fraud,1
user35,6170686002,33977,116.84.184.105,2026-02-08 11:02:59,fraud,1
user41,8604003400,25758,120.188.204.92,2026-02-15 17:30:39,fraud,1
user17,7699235747,7160,50.154.167.63,2026-01-09 06:24:50,success,0
user25,6391447072,21669,38.232.142.142,2026-03-04 22:43:10,success,0
user45,9735792227,12661,105.228.84.172,2026-02-18 00:57:46,success,0
user3,9008747989,45426,48.131.38.4,2026-03-10 15:28:24,fraud,1
user4,6037564971,27642,175.101.184.18,2026-01-20 12:13:58,success,0
user38,9942573417,41282,246.41.236.238,2026-03-08 22:18:09,success,0
user13,6229768673,2015,66.83.50.114,2026-01-10 22:00:58,success,0
user28,6785178176,35277,32.87.100.205,2026-02-01 08:57:35,fraud,1
user26,8778490563,34321,142.75.217.104,2026-01-26 21:59:12,fraud,1
user40,7216288229,1997,243.116.131.137,2026-03-08 17:04:45,success,0
user21,7919757762,25112,93.222.120.241,2026-02-11 17:16:45,success,0
user34,7915094690,28698,158.208.68.54,2026-02-24 20:58:48,success,0
user11,8694521916,12028,156.86.166.143,2026-02-17 03:15:33,success,0
user17,9420745322,9935,35.177.227.14,2026-01-01 15:00:42,success,0
user34,8762123491,21070,145.151.129.217,2026-01-08 01:47:10,success,0
user22,7257040839,12453,73.255.91.73,2026-03-21 11:30:09,success,0
user30,7839866988,36325,159.230.202.155,2026-02-21 21:41:47,fraud,1
user11,7250895563,20814,28.18.208.203,2026-03-10 12:18:51,fraud,1
user31,9895719908,13529,56.173.101.89,2026-01-14 12:59:17,success,0
user12,9386603669,32667,156.234.190.179,2026-02-09 07:43:11,success,0
user15,9656303119,32433,60.101.80.179,2026-03-09 12:03:02,success,0
user43,9283470498,19744,247.194.155.220,2026-01-04 02:27:50,success,0
user9,9781293819,40865,184.15.200.49,2026-03-19 15:57:24,fraud,1
user1,9612377653,33229,116.15.243.64,2026-01-07 10:48:05,fraud,1
user15,6099650581,26962,202.235.5.27,2026-01-01 21:23:04,success,0
user15,7355016953,9838,221.112.158.27,2026-01-09 17:43:25,success,0
user34,6988706726,27356,251.227.122.235,2026-03-04 01:27:12,fraud,1
user11,8373137513,21855,110.147.178.173,2026-02-01 19:24:49,success,0
user38,8393332945,48279,3.76.76.134,2026-01-17 13:23:43,fraud,1
user35,7222434390,24467,178.233.217.228,2026-03-18 12:29:32,success,0
user25,6478358402,21588,31.103.100.116,2026-03-18 09:48:19,fraud,1
user6,9638898387,20132,99.48.63.178,2026-03-09 17:05:25,success,0
user35,7548985671,48602,144.146.177.153,2026-01-02 05:38:50,success,0
user30,7938793501,12300,132.206.144.77,2026-01-29 07:49:05,success,0
user33,6398515858,21983,207.242.129.35,2026-02-03 06:21:24,success,0
user21,8869652856,3740,51.86.206.81,2026-03-06 19:45:02,success,0
user33,7594929662,37906,108.220.65.145,2026-02-20 11:29:36,fraud,1
user14,7043741551,36339,9.248.146.121,2026-01-19 15:29:51,success,0
user5,9410251954,37917,30.239.106.71,2026-02-06 13:13:35,fraud,1
user49,6061668691,35298,247.132.139.39,2026-01-09 08:51:17,success,0
user46,6427756615,11983,68.94.69.254,2026-01-30 04:31:14,success,0
user14,7882570553,13702,119.148.58.129,2026-02-01 11:11:02,success,0
user27,7254753948,12204,94.199.222.59,2026-01-13 15:17:38,success,0
user46,6179282046,40362,111.176.226.166,2026-01-03 12:29:39,success,0
user39,8613435688,20882,174.212.67.247,2026-01-17 03:48:49,success,0
user39,6369666207,22318,26.162.202.146,2026-03-05 15:43:01,success,0
user35,6319709356,7579,152.212.65.84,2026-01-24 20:24:33,success,0
user31,9421450241,2630,86.223.191.182,2026-01-12 07:17:07,success,0
user9,9518951927,22311,164.79.199.228,2026-03-17 17:15:04,success,0
user11,7080655914,6783,159.108.39.9,2026-01-23 18:20:14,success,0
user48,7448984926,49937,129.134.75.187,2026-02-12 23:09:02,fraud,1
user11,9608206556,21080,148.234.173.174,2026-01-04 18:16:20,fraud,1
user17,9545235451,46521,68.94.11.96,2026-03-21 22:44:47,fraud,1
user38,6139800536,28053,74.26.63.108,2026-02-18 18:07:04,success,0
user49,9348568614,23256,152.162.254.169,2026-02-23 00:30:33,success,0
user18,9061414652,24771,1.173.67.54,2026-02-27 07:49:22,fraud,1
user36,9895424619,49595,190.37.116.143,2026-03-04 18:55:39,success,0
user40,9388042197,36002,196.30.81.163,2026-02-05 21:18:11,success,0
user1,9176098541,25277,108.56.180.68,2026-02-11 13:51:52,fraud,1
user10,8621899661,20510,162.115.224.211,2026-02-07 20:42:51,success,0
user5,7852493746,43446,52.219.40.52,2026-01-22 02:07:16,success,0
user9,8109503955,11747,131.23.158.112,2026-02-17 01:52:51,success,0
user30,7241585452,22358,110.238.16.95,2026-02-20 01:19:42,fraud,1
user49,9652030235,19277,92.168.20.223,2026-02-05 05:25:10,success,0
user41,9115090406,36653,215.251.163.51,2026-02-11 01:54:44,fraud,1
user50,8014025273,2612,215.13.221.97,2026-02-19 01:17:18,success,0
user2,6786579267,11208,201.86.246.167,2026-03-21 05:15:58,success,0
user3,7213064664,36937,111.51.182.16,2026-01-12 03:43:34,fraud,1
user50,7133595008,31176,214.139.223.180,2026-02-09 17:05:51,success,0
user38,6656308103,14420,137.17.144.220,2026-01-09 16:44:00,success,0
user3,9476791703,32386,38.171.185.223,2026-02-13 18:56:15,success,0
user18,9167652917,33237,64.122.162.130,2026-02-01 23:45:35,success,0
user6,7470366866,44873,45.94.103.1,2026-03-16 14:02:14,fraud,1
user44,9666626886,25953,248.75.68.52,2026-03-11 10:12:38,success,0
user40,6234509398,7046,179.89.174.123,2026-01-06 21:30:45,success,0
user4,9966414287,16875,189.77.168.187,2026-02-10 18:26:17,fraud,1
user10,9930374171,46814,47.92.42.188,2026-02-26 22:46:14,fraud,1
user19,8734193518,17057,60.45.98.48,2026-03-08 17:38:38,success,0
user8,9828723284,24208,138.173.112.47,2026-03-15 08:37:56,fraud,1
user39,7719038346,13015,6.29.98.169,2026-02-13 06:01:15,success,0
user21,7289216212,3737,194.34.4.101,2026-03-05 11:31:07,success,0
user23,6002483556,4729,65.253.165.99,2026-01-29 04:25:01,success,0
user17,9349206240,41291,212.229.26.69,2026-03-07 05:51:46,success,0
user12,7100501379,5852,168.249.153.117,2026-03-15 21:22:00,success,0
user40,8806912198,26467,243.163.197.189,2026-02-15 23:14:27,success,0
user3,9509175036,23004,100.35.3.30,2026-02-20 06:08:07,success,0
user39,7081588735,561,123.251.131.95,2026-01-24 01:38:52,success,0
user32,9587417833,37109,235.195.131.141,2026-02-18 18:32:00,success,0
user49,8237577840,39613,47.58.231.87,2026-02-17 22:21:22,fraud,1
user43,6856465628,22999,105.184.61.106,2026-03-07 09:15:13,fraud,1
user16,7577521104,16029,42.29.173.162,2026-03-12 18:00:08,success,0
user43,6277068180,45009,206.197.238.7,2026-02-27 17:35:14,success,0
user18,6609360561,2488,229.71.132.136,2026-02-07 18:48:38,success,0
user28,8409997820,21553,42.38.42.105,2026-02-07 11:38:09,success,0
user3,8230142277,24468,20.22.72.153,2026-02-06 07:19:46,success,0
user2,8972397907,46410,236.80.73.126,2026-02-11 18:28:17,fraud,1
user42,7839500611,49884,177.15.128.177,2026-01-13 05:25:47,success,0
user14,6960826114,9619,147.212.232.111,2026-01-12 18:04:02,success,0
user49,9769117031,21314,186.35.219.225,2026-03-15 02:36:47,success,0
user32,8913050144,48950,74.64.236.141,2026-02-20 22:39:47,success,0
user22,6956668125,49675,114.228.18.184,2026-01-05 05:09:06,fraud,1
user9,6296002078,27807,105.92.175.23,2026-01-31 16:08:26,success,0
user34,8799564981,46669,42.131.194.131,2026-01-05 15:17:50,success,0
user1,9221199497,6365,173.78.173.77,2026-01-07 22:44:57,success,0
user41,6527777452,41642,151.69.235.96,2026-03-14 10:44:37,success,0
user41,8991304466,18121,135.235.92.242,2026-03-06 19:05:22,fraud,1
user4,6335108578,10350,115.16.135.51,2026-01-11 21:55:40,success,0
user42,8303482860,15691,108.156.13.112,2026-01-11 04:45:31,fraud,1
user22,7777577283,13555,24.246.120.230,2026-03-15 21:50:00,success,0
user31,6475306048,46537,130.167.25.134,2026-01-29 18:27:05,success,0
user4,6515655582,12262,50.187.231.137,2026-01-20 00:33:56,success,0
user37,9484961351,29019,161.161.77.1,2026-03-04 19:41:20,success,0
user4,6401758659,36851,197.229.10.5,2026-02-05 10:24:45,fraud,1
user4,8453922241,62,57.137.241.126,2026-02-17 18:45:07,success,0
user37,6412511825,3260,19.110.141.77,2026-03-13 04:19:43,success,0
user22,9531059045,44783,131.181.3.21,2026-03-04 16:34:57,success,0
user25,6625960617,31543,6.12.50.133,2026-02-04 09:44:30,success,0
user22,8732004491,29776,166.55.180.100,2026-01-02 11:37:57,success,0
user28,6515270505,34314,199.218.121.228,2026-02-28 04:48:11,fraud,1
user32,7852480573,13919,71.185.6.69,2026-01-03 16:49:13,success,0
user20,8073221911,43425,136.147.207.17,2026-01-14 13:35:55,success,0
user40,9233678516,6384,151.180.108.50,2026-02-19 03:50:52,success,0
user32,7364048864,42775,162.250.74.208,2026-03-07 21:13:05,fraud,1
user41,6390991921,34436,210.161.245.206,2026-02-12 03:56:19,fraud,1
user35,6879065580,7657,109.186.61.165,2026-01-06 18:15:31,success,0
user15,9172415106,1809,247.46.115.152,2026-03-07 10:55:43,success,0
user20,7878047393,31166,237.6.193.11,2026-02-06 07:04:16,success,0
user22,9272371197,49569,184.39.253.171,2026-01-18 14:36:37,success,0
user50,6226053163,13711,132.240.41.151,2026-01-31 07:59:39,success,0
user20,6602761154,27672,148.19.40.25,2026-01-03 14:13:53,fraud,1
user32,6686523048,39558,170.157.113.87,2026-02-16 12:14:46,fraud,1
user17,8810283996,18005,86.252.164.157,2026-02-12 18:40:46,success,0
user42,9276712325,44138,27.35.217.99,2026-01-02 09:45:06,fraud,1
user28,9781163407,27826,164.181.18.124,2026-02-28 13:33:03,fraud,1
user19,6788526123,35508,161.50.194.224,2026-01-22 01:41:51,success,0
user36,8071530224,37158,182.16.173.47,2026-02-20 05:18:49,fraud,1
user3,8404248521,46160,181.224.90.62,2026-02-12 14:13:07,fraud,1
user1,7410707173,22805,152.239.100.143,2026-01-12 23:26:39,fraud,1
user4,7656289833,1307,97.174.238.112,2026-02-19 11:12:52,success,0
user45,8858145710,26661,189.199.206.83,2026-03-02 07:15:50,fraud,1
user15,6696543341,47833,32.153.252.2,2026-02-02 13:08:13,fraud,1
user42,8497336595,42258,59.226.32.19,2026-03-17 22:15:39,fraud,1
user42,9644574588,5166,176.72.38.42,2026-01-14 21:36:05,success,0
user3,7931336335,48365,4.60.39.49,2026-02-18 06:15:56,fraud,1
user31,8195824408,36217,134.232.22.102,2026-03-10 18:40:45,success,0
user17,8579668943,324,50.239.205.117,2026-02-04 15:21:57,success,0
user22,6341837901,31746,120.237.179.77,2026-01-24 00:50:55,fraud,1
user20,7951357723,7693,102.175.72.1,2026-03-11 13:56:39,success,0
user44,7583255129,45599,200.69.133.52,2026-01-09 02:46:33,fraud,1
user7,9277493752,35010,6.117.77.83,2026-01-03 11:59:29,fraud,1
user44,6767385997,10561,66.96.157.173,2026-03-18 21:25:55,success,0
user19,8011324110,19077,11.18.38.152,2026-01-09 08:40:27,success,0
user22,8850582590,16493,58.117.243.63,2026-02-02 08:24:48,success,0
user2,7056818188,32260,29.35.14.102,2026-03-11 20:18:03,success,0
user9,9629919140,5813,16.127.67.50,2026-01-04 19:38:18,success,0
user8,9722960019,37782,244.203.125.51,2026-03-16 17:01:40,fraud,1
user1,7987432208,9828,157.52.209.97,2026-03-06 15:05:50,success,0
user25,9116076368,27853,206.13.248.249,2026-03-17 12:29:44,fraud,1
user2,9836309841,8280,7.220.85.64,2026-01-06 13:59:12,success,0
user43,7503951912,40392,129.14.8.185,2026-01-11 11:56:46,fraud,1
user11,8707924045,38465,76.220.176.181,2026-02-17 18:38:23,fraud,1
user47,9041677473,7662,22.119.183.188,2026-02-06 23:48:48,success,0
